scenario,entry_cohort_window,dimension,group,outcome_observation_end_year,total_created,aged_out,saved,exited,still_dependent,aged_out_fraction_pct,saved_fraction_pct,exited_fraction_pct,still_dependent_fraction_pct,case,role,seed
Uncapped,all_entries_2009_2040,nationality,India,2040,896453,87838,353354,130821,324440,9.79839433857659,39.41690194577964,14.5931800105527,36.191523705091065,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,nationality,China,2040,233686,17028,115696,32998,67964,7.286700957695369,49.50917042527152,14.120657634603699,29.083470982429414,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,nationality,ROW,2040,1421160,118086,608639,257306,437129,8.30912775479186,42.826916040417686,18.10535055869853,30.758605646091926,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,category,EB-1,2040,419067,768,341526,10032,66741,0.1832642513011046,81.49675350242325,2.393889282620679,15.926092963654977,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,category,EB-2,2040,980018,114540,303507,147433,414538,11.687540432930824,30.96953321265528,15.04390735680365,42.29901899761025,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,category,EB-3,2040,705754,49521,286488,142149,227596,7.016750879201535,40.59318119344701,20.141437384697785,32.24863054265367,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,category,EB-4,2040,343205,57329,64355,118328,103193,16.70401072245451,18.75118369487624,34.47735318541397,30.067452397255284,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,category,EB-5,2040,103255,794,81813,3183,17465,0.7689700256646167,79.23393540264394,3.082659435378432,16.91443513631301,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-1 / India,2040,128596,151,104172,2808,21465,0.11742200379483032,81.00718529347725,2.1835826930853215,16.6918100096426,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-1 / China,2040,49218,22,39109,1546,8541,0.0446990938274615,79.46076638628143,3.141127229875249,17.35340729001585,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-1 / ROW,2040,241253,595,198245,5678,36735,0.24662905746249789,82.17307142294604,2.3535458626421226,15.226753656949343,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-2 / India,2040,537604,69125,145073,82304,241102,12.857977247193102,26.985104277497935,15.309409900223956,44.84750857508501,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-2 / China,2040,67017,10430,13606,12686,30295,15.563215303579689,20.302311353835595,18.92952534431562,45.2049479982691,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-2 / ROW,2040,375397,34985,144828,52443,143141,9.319467124137912,38.579956685855244,13.970010415639976,38.13056577436687,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-3 / India,2040,190724,13965,88749,38299,49711,7.322098949267003,46.53268597554582,20.080849814391478,26.064365260795704,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-3 / China,2040,63626,6032,19937,16527,21130,9.480401093892434,31.33467450413353,25.975230251783863,33.209694150190174,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-3 / ROW,2040,451404,29524,177802,87323,156755,6.540482583229214,39.38866292722262,19.34475547403213,34.726099015516034,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-4 / India,2040,24229,4458,4179,6967,8625,18.39943868917413,17.24792603904412,28.75479796937554,35.597837302406205,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-4 / China,2040,1414,123,519,303,469,8.698727015558699,36.7043847241867,21.428571428571427,33.16831683168317,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-4 / ROW,2040,317562,52748,59657,111058,94099,16.610299720999365,18.785937864102127,34.97206844647659,29.631693968421914,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-5 / India,2040,15300,139,11181,443,3537,0.9084967320261438,73.07843137254902,2.895424836601307,23.11764705882353,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-5 / China,2040,52411,421,42525,1936,7529,0.8032664898589991,81.13754746141078,3.6938810555036157,14.365304993226612,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35544,234,28107,804,6399,0.6583389601620526,79.07663740715732,2.261985145172181,18.00303848750844,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,overall,All,2040,1139262,109494,842064,173125,14579,9.610958673246365,73.913112172617,15.196241075362822,1.2796880787738028,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,nationality,India,2040,427387,58900,284865,74869,8753,13.781420586026249,66.65270586143238,17.517846822668915,2.0480267298724577,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,nationality,China,2040,99886,9037,75396,14586,867,9.047313937889193,75.48204953647158,14.602647017600065,0.8679895080391646,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,nationality,ROW,2040,611989,41557,481803,83670,4959,6.790481528262763,78.72739542704198,13.671814362676454,0.8103086820187945,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,category,EB-1,2040,183239,1,182137,1101,0,0.0005457353510988381,99.39859964308909,0.6008546215598208,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,category,EB-2,2040,439674,61245,303507,62078,12844,13.929638777821749,69.0300085972789,14.119097331204483,2.921255293694874,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,category,EB-3,2040,319564,18950,246882,53732,0,5.929954563092213,77.25588614487239,16.8141592920354,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,category,EB-4,2040,149949,28850,64355,55009,1735,19.239874890796205,42.917925427978844,36.68513961413547,1.157060067089477,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,category,EB-5,2040,46836,448,45183,1205,0,0.9565291655991118,96.47066359210864,2.572807242292254,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-1 / India,2040,53802,1,53172,629,0,0.0018586669640533809,98.82903981264637,1.1691015203895765,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-1 / China,2040,19153,0,18865,288,0,0.0,98.49631911449903,1.503680885500966,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-1 / ROW,2040,110284,0,110100,184,0,0.0,99.83315802836313,0.16684197163686482,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-2 / India,2040,244776,45830,145073,45309,8564,18.72324084060529,59.267656959832664,18.51039317580155,3.498709023760499,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-2 / China,2040,25740,5678,13606,5589,867,22.05905205905206,52.85936285936286,21.713286713286713,3.3682983682983685,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-2 / ROW,2040,169158,9737,144828,11180,3413,5.756156965677059,85.6169971269464,6.609205594769387,2.0176403126071483,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-3 / India,2040,115541,11080,78587,25874,0,9.589669467981063,68.01654823828771,22.39378229373123,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-3 / China,2040,26734,2938,16197,7599,0,10.989750879030447,60.58577092840577,28.424478192563775,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-3 / ROW,2040,177289,4932,152098,20259,0,2.781898482139332,85.79099662133578,11.427104896524883,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-4 / India,2040,9290,1962,4179,2960,189,21.119483315392895,44.983853606027985,31.86221743810549,2.0344456404736277,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-4 / China,2040,521,0,519,2,0,0.0,99.61612284069098,0.3838771593090211,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-4 / ROW,2040,140138,26888,59657,52047,1546,19.186801581298436,42.570180821761404,37.139819320955056,1.1031982759851005,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-5 / India,2040,3978,27,3854,97,0,0.6787330316742082,96.88285570638512,2.438411261940674,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-5 / China,2040,27738,421,26209,1108,0,1.5177734515826664,94.48770639555843,3.994520152858894,0.0,catchall_60_65,primary,2025
Uncapped,entries_2009_2024,joint,EB-5 / ROW,2040,15120,0,15120,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,overall,All,2040,1412037,113458,235625,248000,814954,8.035058571411373,16.686885683590443,17.563279149200763,57.71477659579742,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,nationality,India,2040,469066,28938,68489,55952,315687,6.169281081979935,14.601143549095436,11.9283853444931,67.30119002443153,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,nationality,China,2040,133800,7991,40300,18412,67097,5.972346786248131,30.119581464872944,13.76083707025411,50.14723467862481,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,nationality,ROW,2040,809171,76529,126836,173636,432170,9.457704242984487,15.674807920699086,21.45850506258875,53.40898277372768,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,category,EB-1,2040,235828,767,159389,8931,66741,0.3252370371626779,67.58697016469631,3.7870821106908426,28.300710687450177,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,category,EB-2,2040,540344,53295,0,85355,401694,9.863161245428838,0.0,15.796418577794887,74.34042017677628,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,category,EB-3,2040,386190,30571,39606,88417,227596,7.916051684404049,10.25557368134856,22.89468914264999,58.9336854915974,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,category,EB-4,2040,193256,28479,0,63319,101458,14.736411806101751,0.0,32.76431262160036,52.49927557229788,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,category,EB-5,2040,56419,346,36630,1978,17465,0.6132685797337776,64.9249366348216,3.505911129229515,30.955883656215104,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-1 / India,2040,74794,150,51000,2179,21465,0.20055084632457149,68.1872877503543,2.9133352942749418,28.69882610904618,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-1 / China,2040,30065,22,20244,1258,8541,0.07317478795942126,67.33410942956927,4.184267420588724,28.408448361882588,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-1 / ROW,2040,130969,595,88145,5494,36735,0.45430598080461787,67.3021860134841,4.194885812673228,28.048622193038046,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-2 / India,2040,292828,23295,0,36995,232538,7.955181881514063,0.0,12.633696231234717,79.41112188725121,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-2 / China,2040,41277,4752,0,7097,29428,11.512464568645978,0.0,17.19359449572401,71.29394093563002,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-2 / ROW,2040,206239,25248,0,41263,139728,12.242107457852297,0.0,20.007370090041167,67.75052245210654,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-3 / India,2040,75183,2885,10162,12425,49711,3.8373036457709855,13.516353430961786,16.52634239123206,66.12000053203516,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-3 / China,2040,36892,3094,3740,8928,21130,8.38664209042611,10.137699230185406,24.20036864360837,57.27529003578012,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-3 / ROW,2040,274115,24592,25704,67064,156755,8.971417105959178,9.377086259416668,24.465643981540595,57.18585265308356,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-4 / India,2040,14939,2496,0,4007,8436,16.707945645625543,0.0,26.82241113863043,56.46964321574403,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-4 / China,2040,893,123,0,301,469,13.773796192609183,0.0,33.70660694288914,52.51959686450168,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-4 / ROW,2040,177424,25860,0,59011,92553,14.575254756966363,0.0,33.2598746505546,52.16487059247903,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-5 / India,2040,11322,112,7327,346,3537,0.9892245186362834,64.71471471471472,3.0559971736442324,31.24006359300477,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-5 / China,2040,24673,0,16316,828,7529,0.0,66.12896688688039,3.3558951080128074,30.515138005106795,catchall_60_65,primary,2025
Uncapped,entries_2025_2040,joint,EB-5 / ROW,2040,20424,234,12987,804,6399,1.145710928319624,63.58695652173913,3.936545240893067,31.33078730904818,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,overall,All,2040,2551299,289695,1158451,387805,715348,11.354803964568637,45.40632046655449,15.200296006073769,28.038579562803104,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,nationality,India,2040,896453,207153,154024,159047,376229,23.10807147725536,17.181491946593965,17.741811338687025,41.96862523746365,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,nationality,China,2040,233686,21135,95931,35372,81248,9.044187499465094,41.051239697714024,15.136550756142858,34.76802204667802,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,nationality,ROW,2040,1421160,61407,908496,193386,257871,4.320906864814658,63.926370007599424,13.607616313434097,18.14510681415182,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,category,EB-1,2040,419067,2560,353394,7595,55518,0.6108808376703486,84.32875888581063,1.8123593601977728,13.248000916321256,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,category,EB-2,2040,980018,155963,354460,131517,338078,15.914299533273878,36.16872343161044,13.419855553673504,34.49712148144218,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,category,EB-3,2040,705754,72708,301568,127512,203966,10.302173278507809,42.72990305403866,18.06748527107179,28.90043839638174,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,category,EB-4,2040,343205,57161,65514,118033,102497,16.655060386649378,19.088882737722354,34.39139872670853,29.86465814891974,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,category,EB-5,2040,103255,1303,83515,3148,15289,1.2619243620163672,80.88228172969832,3.0487627717786063,14.807031136506707,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-1 / India,2040,128596,1634,82317,4841,39804,1.2706460543096207,64.01209990979501,3.7645027839124077,30.952751251982953,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-1 / China,2040,49218,926,30008,2570,15714,1.8814254947376976,60.96956398065748,5.221666869844366,31.927343654760453,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-1 / ROW,2040,241253,0,241069,184,0,0.0,99.92373151836453,0.07626848163546153,0.0,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-2 / India,2040,537604,144053,39952,98652,254947,26.79537354632778,7.431492325205913,18.350309893527577,47.42282423493873,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-2 / China,2040,67017,10923,12157,12760,31177,16.298849545637673,18.14017338884164,19.03994508855962,46.52103197696107,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-2 / ROW,2040,375397,987,302351,20105,51954,0.26292165360937886,80.54166655567306,5.355663470938766,13.839748319778794,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-3 / India,2040,190724,57501,16178,48668,68377,30.148801409366413,8.48241437889306,25.517501730248945,35.85128248149158,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-3 / China,2040,63626,8280,13983,17433,23930,13.013547920661365,21.976864803696603,27.399176437305503,37.61041083833653,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-3 / ROW,2040,451404,6927,271407,61411,111659,1.534545551213547,60.12507642821065,13.604443026645754,24.735934993930048,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-4 / India,2040,24229,3668,5977,6345,8239,15.138883156547939,24.66878533988196,26.187626398117956,34.004705105452146,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-4 / China,2040,1414,0,1412,2,0,0.0,99.85855728429986,0.14144271570014144,0.0,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-4 / ROW,2040,317562,53493,58125,111686,94258,16.844899578664954,18.30351238498309,35.169825105018866,29.681762931333093,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-5 / India,2040,15300,297,9600,541,4862,1.9411764705882353,62.745098039215684,3.5359477124183005,31.77777777777778,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-5 / China,2040,52411,1006,38371,2607,10427,1.919444391444544,73.21173036194692,4.9741466486043,19.894678598004237,catchall_60_65,primary,2025
Capped,all_entries_2009_2040,joint,EB-5 / ROW,2040,35544,0,35544,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,overall,All,2040,1139262,214627,702739,185470,36426,18.83912567960662,61.68370401189542,16.27983729818075,3.1973330103172053,catchall_60_65,primary,2025
Capped,entries_2009_2024,nationality,India,2040,427387,175348,118633,100605,32801,41.02792083053532,27.757746492055208,23.539555484841607,7.67477719256786,catchall_60_65,primary,2025
Capped,entries_2009_2024,nationality,China,2040,99886,11274,71187,15540,1885,11.28686702841239,71.26824580021224,15.55773581883347,1.8871513525418977,catchall_60_65,primary,2025
Capped,entries_2009_2024,nationality,ROW,2040,611989,28005,512919,69325,1740,4.576062641648788,83.81180053889858,11.32781798365657,0.2843188357960682,catchall_60_65,primary,2025
Capped,entries_2009_2024,category,EB-1,2040,183239,13,181962,1264,0,0.007094559564284896,99.30309595664679,0.6898094837889314,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,category,EB-2,2040,439674,127100,217495,70751,24328,28.907781674604365,49.46733261461901,16.091695210542355,5.533190500234264,catchall_60_65,primary,2025
Capped,entries_2009_2024,category,EB-3,2040,319564,57789,194349,57068,10358,18.083701543352817,60.816925561076964,17.85808163622936,3.241291259340852,catchall_60_65,primary,2025
Capped,entries_2009_2024,category,EB-4,2040,149949,28936,64244,55029,1740,19.29722772409286,42.84390025942154,36.698477482343996,1.1603945341416082,catchall_60_65,primary,2025
Capped,entries_2009_2024,category,EB-5,2040,46836,789,44689,1358,0,1.68460158852165,95.41591937825605,2.8994790332223075,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-1 / India,2040,53802,13,53045,744,0,0.024162670532693952,98.5929891082116,1.3828482212557154,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-1 / China,2040,19153,0,18817,336,0,0.0,98.2457056335822,1.7542943664177935,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-1 / ROW,2040,110284,0,110100,184,0,0.0,99.83315802836313,0.16684197163686482,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-2 / India,2040,244776,120844,39952,61444,22536,49.36921920449717,16.321861620420304,25.10213419616302,9.206784978919503,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-2 / China,2040,25740,6196,12157,5595,1792,24.071484071484072,47.22999222999223,21.736596736596738,6.961926961926962,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-2 / ROW,2040,169158,60,165386,3712,0,0.03546979746745646,97.77013206587924,2.1943981366533065,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-3 / India,2040,115541,53216,16178,35882,10265,46.05810924260652,14.001956015613505,31.05564258574878,8.884292156031192,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-3 / China,2040,26734,4319,13983,8339,93,16.155457469888532,52.30418194059998,31.19248896536246,0.34787162414902373,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-3 / ROW,2040,177289,254,164188,12847,0,0.14326889993174985,92.61037063777222,7.246360462296025,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-4 / India,2040,9290,1245,5600,2445,0,13.40150699677072,60.279870828848225,26.318622174381055,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-4 / China,2040,521,0,519,2,0,0.0,99.61612284069098,0.3838771593090211,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-4 / ROW,2040,140138,27691,58125,52582,1740,19.759808189070775,41.476972698340205,37.52158586536129,1.2416332472277327,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-5 / India,2040,3978,30,3858,90,0,0.7541478129713424,96.98340874811463,2.262443438914027,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-5 / China,2040,27738,759,25711,1268,0,2.736318407960199,92.69233542432764,4.571346167712163,0.0,catchall_60_65,primary,2025
Capped,entries_2009_2024,joint,EB-5 / ROW,2040,15120,0,15120,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2025
Capped,entries_2025_2040,overall,All,2040,1412037,75068,455712,202335,678922,5.31629128698469,32.27337527274427,14.329298736506196,48.08103470376484,catchall_60_65,primary,2025
Capped,entries_2025_2040,nationality,India,2040,469066,31805,35391,58442,343428,6.7804957084930475,7.5449936682684315,12.459227486110697,73.21528313712783,catchall_60_65,primary,2025
Capped,entries_2025_2040,nationality,China,2040,133800,9861,24744,19832,79363,7.369955156950673,18.493273542600896,14.822122571001495,59.31464872944694,catchall_60_65,primary,2025
Capped,entries_2025_2040,nationality,ROW,2040,809171,33402,395577,124061,256131,4.127928460115353,48.88670009182237,15.331864340170371,31.653507107891905,catchall_60_65,primary,2025
Capped,entries_2025_2040,category,EB-1,2040,235828,2547,171432,6331,55518,1.0800244245806265,72.69365808979425,2.6845836796309173,23.5417338059942,catchall_60_65,primary,2025
Capped,entries_2025_2040,category,EB-2,2040,540344,28863,136965,60766,313750,5.341597204743644,25.347741438787143,11.245798972506403,58.06486238396281,catchall_60_65,primary,2025
Capped,entries_2025_2040,category,EB-3,2040,386190,14919,107219,70444,193608,3.8631243688339936,27.763277143375024,18.240762319065745,50.13283616872524,catchall_60_65,primary,2025
Capped,entries_2025_2040,category,EB-4,2040,193256,28225,1270,63004,100757,14.604979923003684,0.6571594154903341,32.60131638862442,52.136544272881565,catchall_60_65,primary,2025
Capped,entries_2025_2040,category,EB-5,2040,56419,514,38826,1790,15289,0.9110406068877506,68.81724241833425,3.1726900512238783,27.09902692355412,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-1 / India,2040,74794,1621,29272,4097,39804,2.167286145947536,39.136829157419044,5.477712115945129,53.21817258068829,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-1 / China,2040,30065,926,11191,2234,15714,3.0799933477465493,37.22268418426742,7.430567104606686,52.266755363379346,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-1 / ROW,2040,130969,0,130969,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-2 / India,2040,292828,23209,0,37208,232411,7.925813105304138,0.0,12.706435176963952,79.3677517177319,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-2 / China,2040,41277,4727,0,7165,29385,11.45189815151295,0.0,17.358335150325846,71.18976669816121,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-2 / ROW,2040,206239,927,136965,16393,51954,0.449478517642153,66.41081463738672,7.948545134528387,25.19116171044274,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-3 / India,2040,75183,4285,0,12786,58112,5.699426732106993,0.0,17.006504129922988,77.29406913797003,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-3 / China,2040,36892,3961,0,9094,23837,10.73674509378727,0.0,24.650330695001628,64.61292421121111,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-3 / ROW,2040,274115,6673,107219,48564,111659,2.434379731134743,39.11460518395564,17.716651770242418,40.7343633146672,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-4 / India,2040,14939,2423,377,3900,8239,16.219291786598834,2.5235959568913584,26.10616507128991,55.15094718521989,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-4 / China,2040,893,0,893,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-4 / ROW,2040,177424,25802,0,59104,92518,14.542564703760483,0.0,33.31229146000541,52.145143836234105,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-5 / India,2040,11322,267,5742,451,4862,2.358240593534711,50.7154213036566,3.983395159865748,42.94294294294294,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-5 / China,2040,24673,247,12660,1339,10427,1.0010943136221782,51.31114983990597,5.426984963320229,42.26077088315162,catchall_60_65,primary,2025
Capped,entries_2025_2040,joint,EB-5 / ROW,2040,20424,0,20424,0,0,0.0,100.0,0.0,0.0,catchall_60_65,primary,2025
Uncapped,all_entries_2009_2040,overall,All,2040,2553203,223839,1077886,420795,830683,8.766987975495876,42.217011338307216,16.481063197873418,32.53493748832349,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,nationality,India,2040,895787,87261,353637,130699,324190,9.741266618068805,39.477799968072766,14.590410443554104,36.19052297030432,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,nationality,China,2040,234411,16966,115655,33382,68408,7.237714953649786,49.33855493129589,14.240799279897274,29.18293083515705,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,nationality,ROW,2040,1423005,119612,608594,256714,438085,8.40559239075056,42.76822639414478,18.04027392735795,30.785907287746706,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,category,EB-1,2040,417332,786,340059,9889,66598,0.18833925986983985,81.48404627490822,2.369576260627031,15.958038204594903,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,category,EB-2,2040,981686,115149,303619,147773,415145,11.729718056486494,30.92832127584584,15.05298028086374,42.28898038680393,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,category,EB-3,2040,707586,49852,287383,142043,228308,7.045362683829245,40.61456840581922,20.074308988589372,32.26575992176216,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,category,EB-4,2040,343024,57311,64806,117759,103148,16.707577312374646,18.892555622930175,34.32966789495779,30.070199169737393,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,category,EB-5,2040,103575,741,82019,3331,17484,0.7154236060825488,79.18802799903452,3.216027033550567,16.880521361332367,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-1 / India,2040,128659,157,104183,2750,21569,0.12202799648683729,80.97606852221764,2.137433059482819,16.7644704218127,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-1 / China,2040,49649,18,39339,1529,8763,0.03625450663658886,79.23422425426494,3.0796189248524644,17.649902314246006,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-1 / ROW,2040,239024,611,196537,5610,36266,0.25562286632304704,82.22479750987348,2.34704464823616,15.172534975567308,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-2 / India,2040,536432,68620,145122,82199,240491,12.79192889313091,27.053195931637187,15.323284218689414,44.831590956542485,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-2 / China,2040,67115,10424,13530,12927,30234,15.531550324070626,20.159427847724057,19.26096997690531,45.04805185130001,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-2 / ROW,2040,378139,36105,144967,52647,144420,9.548076236516202,38.33696074723845,13.922658070180542,38.19230494606481,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-3 / India,2040,190945,13960,88724,38449,49812,7.31100578700673,46.46573620676111,20.13616486422792,26.087093142004242,catchall_60_65,primary,2026
Uncapped,all_entries_2009_2040,joint,EB-3 / China,2040,64197,6037,20181,16548,21431,9.403866224278394,31.436048413477266,25.776905462872097,33.383179899372244,catchall_60_65,primary,2026
