category,model_entry_year,nationality,principal_and_active_derivative_backlog,principal_backlog,scenario,year,case,role,seed
EB-4,2022,India,3269,1349,Capped,2024,catchall_60_65,primary,2047
EB-4,2023,India,3427,1545,Capped,2024,catchall_60_65,primary,2047
EB-4,2024,India,3388,1569,Capped,2024,catchall_60_65,primary,2047
EB-5,2020,India,695,271,Capped,2024,catchall_60_65,primary,2047
EB-5,2021,India,907,340,Capped,2024,catchall_60_65,primary,2047
EB-5,2022,India,243,93,Capped,2024,catchall_60_65,primary,2047
EB-5,2023,India,1013,379,Capped,2024,catchall_60_65,primary,2047
EB-5,2024,India,2748,1022,Capped,2024,catchall_60_65,primary,2047
EB-2,2023,ROW,45716,20454,Capped,2024,catchall_60_65,primary,2047
EB-2,2024,ROW,51821,23122,Capped,2024,catchall_60_65,primary,2047
EB-3,2023,ROW,78616,37200,Capped,2024,catchall_60_65,primary,2047
EB-3,2024,ROW,77135,36600,Capped,2024,catchall_60_65,primary,2047
EB-4,2016,ROW,20125,12208,Capped,2024,catchall_60_65,primary,2047
EB-4,2017,ROW,23328,14319,Capped,2024,catchall_60_65,primary,2047
EB-4,2018,ROW,16485,8804,Capped,2024,catchall_60_65,primary,2047
EB-4,2019,ROW,36520,25010,Capped,2024,catchall_60_65,primary,2047
EB-4,2020,ROW,50484,38598,Capped,2024,catchall_60_65,primary,2047
EB-4,2021,ROW,38072,23112,Capped,2024,catchall_60_65,primary,2047
EB-4,2022,ROW,58830,32896,Capped,2024,catchall_60_65,primary,2047
EB-4,2023,ROW,78410,59933,Capped,2024,catchall_60_65,primary,2047
EB-4,2024,ROW,99971,80075,Capped,2024,catchall_60_65,primary,2047
EB-1,2022,China,4682,2264,Uncapped,2023,catchall_60_65,primary,2048
EB-1,2023,China,14556,7073,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2016,China,3490,1960,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2017,China,9195,5237,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2018,China,12059,6817,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2019,China,16491,9396,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2020,China,16991,9553,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2021,China,15655,8855,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2022,China,16512,9360,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2023,China,21616,12219,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2014,China,5017,2636,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2015,China,1815,960,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2016,China,4802,2512,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2017,China,6849,3560,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2018,China,6422,3319,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2019,China,6229,3230,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2020,China,7517,3972,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2021,China,17548,9113,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2022,China,6981,3642,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2023,China,6264,3263,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2017,China,6132,2589,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2018,China,21220,8764,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2019,China,5509,2257,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2020,China,3856,1610,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2021,China,3406,1409,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2022,China,772,323,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2023,China,3021,1254,Uncapped,2023,catchall_60_65,primary,2048
EB-1,2022,India,10691,4418,Uncapped,2023,catchall_60_65,primary,2048
EB-1,2023,India,25845,10779,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2013,India,20286,9046,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2014,India,47587,21020,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2015,India,61848,27184,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2016,India,94526,41441,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2017,India,83128,36254,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2018,India,80222,35037,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2019,India,90433,39476,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2020,India,74279,32366,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2021,India,81178,35476,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2022,India,100156,43679,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2023,India,88512,38633,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2009,India,72889,32907,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2010,India,11263,4971,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2011,India,11877,5224,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2012,India,7167,3175,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2013,India,6107,2645,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2014,India,6884,2972,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2015,India,11662,5097,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2016,India,19340,8326,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2017,India,16874,7225,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2018,India,15876,6835,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2019,India,22407,9671,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2020,India,18950,8086,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2021,India,103507,44466,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2022,India,36280,15509,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2023,India,28641,12303,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2016,India,612,295,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2017,India,1153,533,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2018,India,996,421,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2019,India,1378,648,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2020,India,1653,763,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2021,India,1246,560,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2022,India,3270,1355,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2023,India,3530,1615,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2019,India,777,302,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2020,India,862,326,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2021,India,883,328,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2022,India,249,92,Uncapped,2023,catchall_60_65,primary,2048
EB-5,2023,India,934,361,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2022,ROW,23604,10561,Uncapped,2023,catchall_60_65,primary,2048
EB-2,2023,ROW,64695,28934,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2022,ROW,40177,19228,Uncapped,2023,catchall_60_65,primary,2048
EB-3,2023,ROW,83217,39477,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2016,ROW,31278,18628,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2017,ROW,25011,15095,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2018,ROW,17670,9282,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2019,ROW,38641,26074,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2020,ROW,53461,40799,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2021,ROW,40978,24459,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2022,ROW,61718,34550,Uncapped,2023,catchall_60_65,primary,2048
EB-4,2023,ROW,82594,63056,Uncapped,2023,catchall_60_65,primary,2048
EB-1,2023,China,13351,6488,Uncapped,2024,catchall_60_65,primary,2048
EB-1,2024,China,13244,6415,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2016,China,133,89,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2017,China,8963,5122,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2018,China,11768,6673,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2019,China,16142,9203,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2020,China,16530,9309,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2021,China,15303,8659,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2022,China,16121,9136,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2023,China,21100,11927,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2024,China,20887,11793,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2014,China,1578,834,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2015,China,1714,913,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2016,China,4585,2421,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2017,China,6565,3439,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2018,China,6216,3215,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2019,China,6071,3155,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2020,China,7164,3808,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2021,China,16810,8730,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2022,China,6743,3518,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2023,China,6006,3126,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2024,China,13356,6914,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2018,China,19753,8202,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2019,China,5449,2229,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2020,China,3813,1592,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2021,China,3370,1395,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2022,China,769,322,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2023,China,3003,1247,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2024,China,7153,2934,Uncapped,2024,catchall_60_65,primary,2048
EB-1,2023,India,23663,9871,Uncapped,2024,catchall_60_65,primary,2048
EB-1,2024,India,20739,8612,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2013,India,16576,7441,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2014,India,46698,20776,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2015,India,60473,26703,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2016,India,92701,40787,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2017,India,81785,35747,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2018,India,78902,34522,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2019,India,89103,38943,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2020,India,72867,31776,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2021,India,79618,34807,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2022,India,98459,42931,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2023,India,86896,37930,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2024,India,87539,38156,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2009,India,66969,30679,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2010,India,10885,4864,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2011,India,11564,5129,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2012,India,7029,3133,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2013,India,6012,2617,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2014,India,6750,2930,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2015,India,11354,4991,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2016,India,18940,8167,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2017,India,16476,7062,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2018,India,15534,6695,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2019,India,21943,9487,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2020,India,18427,7873,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2021,India,100719,43285,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2022,India,35334,15113,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2023,India,27966,12005,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2024,India,22902,9822,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2017,India,880,416,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2018,India,928,398,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2019,India,1322,626,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2020,India,1568,730,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2021,India,1175,531,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2022,India,3138,1308,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2023,India,3381,1546,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2024,India,3360,1573,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2020,India,791,301,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2021,India,878,326,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2022,India,246,91,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2023,India,926,358,Uncapped,2024,catchall_60_65,primary,2048
EB-5,2024,India,2540,950,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2023,ROW,45930,20537,Uncapped,2024,catchall_60_65,primary,2048
EB-2,2024,ROW,51942,23283,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2023,ROW,79158,37592,Uncapped,2024,catchall_60_65,primary,2048
EB-3,2024,ROW,76726,36376,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2016,ROW,19041,11522,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2017,ROW,23488,14392,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2018,ROW,16703,8883,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2019,ROW,36769,25058,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2020,ROW,50489,38720,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2021,ROW,38757,23225,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2022,ROW,58411,32771,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2023,ROW,78435,59906,Uncapped,2024,catchall_60_65,primary,2048
EB-4,2024,ROW,100068,80050,Uncapped,2024,catchall_60_65,primary,2048
EB-1,2022,China,4682,2264,Capped,2023,catchall_60_65,primary,2048
EB-1,2023,China,14556,7073,Capped,2023,catchall_60_65,primary,2048
EB-2,2016,China,3490,1960,Capped,2023,catchall_60_65,primary,2048
EB-2,2017,China,9195,5237,Capped,2023,catchall_60_65,primary,2048
EB-2,2018,China,12059,6817,Capped,2023,catchall_60_65,primary,2048
EB-2,2019,China,16491,9396,Capped,2023,catchall_60_65,primary,2048
EB-2,2020,China,16991,9553,Capped,2023,catchall_60_65,primary,2048
EB-2,2021,China,15655,8855,Capped,2023,catchall_60_65,primary,2048
EB-2,2022,China,16512,9360,Capped,2023,catchall_60_65,primary,2048
EB-2,2023,China,21616,12219,Capped,2023,catchall_60_65,primary,2048
EB-3,2014,China,5017,2636,Capped,2023,catchall_60_65,primary,2048
EB-3,2015,China,1815,960,Capped,2023,catchall_60_65,primary,2048
EB-3,2016,China,4802,2512,Capped,2023,catchall_60_65,primary,2048
EB-3,2017,China,6849,3560,Capped,2023,catchall_60_65,primary,2048
EB-3,2018,China,6422,3319,Capped,2023,catchall_60_65,primary,2048
EB-3,2019,China,6229,3230,Capped,2023,catchall_60_65,primary,2048
EB-3,2020,China,7517,3972,Capped,2023,catchall_60_65,primary,2048
EB-3,2021,China,17548,9113,Capped,2023,catchall_60_65,primary,2048
EB-3,2022,China,6981,3642,Capped,2023,catchall_60_65,primary,2048
EB-3,2023,China,6264,3263,Capped,2023,catchall_60_65,primary,2048
EB-5,2017,China,6132,2589,Capped,2023,catchall_60_65,primary,2048
EB-5,2018,China,21220,8764,Capped,2023,catchall_60_65,primary,2048
EB-5,2019,China,5509,2257,Capped,2023,catchall_60_65,primary,2048
EB-5,2020,China,3856,1610,Capped,2023,catchall_60_65,primary,2048
EB-5,2021,China,3406,1409,Capped,2023,catchall_60_65,primary,2048
EB-5,2022,China,772,323,Capped,2023,catchall_60_65,primary,2048
EB-5,2023,China,3021,1254,Capped,2023,catchall_60_65,primary,2048
EB-1,2022,India,10691,4418,Capped,2023,catchall_60_65,primary,2048
EB-1,2023,India,25845,10779,Capped,2023,catchall_60_65,primary,2048
EB-2,2013,India,20286,9046,Capped,2023,catchall_60_65,primary,2048
EB-2,2014,India,47587,21020,Capped,2023,catchall_60_65,primary,2048
EB-2,2015,India,61848,27184,Capped,2023,catchall_60_65,primary,2048
EB-2,2016,India,94526,41441,Capped,2023,catchall_60_65,primary,2048
EB-2,2017,India,83128,36254,Capped,2023,catchall_60_65,primary,2048
EB-2,2018,India,80222,35037,Capped,2023,catchall_60_65,primary,2048
EB-2,2019,India,90433,39476,Capped,2023,catchall_60_65,primary,2048
EB-2,2020,India,74279,32366,Capped,2023,catchall_60_65,primary,2048
EB-2,2021,India,81178,35476,Capped,2023,catchall_60_65,primary,2048
EB-2,2022,India,100156,43679,Capped,2023,catchall_60_65,primary,2048
EB-2,2023,India,88512,38633,Capped,2023,catchall_60_65,primary,2048
EB-3,2009,India,72889,32907,Capped,2023,catchall_60_65,primary,2048
EB-3,2010,India,11263,4971,Capped,2023,catchall_60_65,primary,2048
EB-3,2011,India,11877,5224,Capped,2023,catchall_60_65,primary,2048
EB-3,2012,India,7167,3175,Capped,2023,catchall_60_65,primary,2048
EB-3,2013,India,6107,2645,Capped,2023,catchall_60_65,primary,2048
EB-3,2014,India,6884,2972,Capped,2023,catchall_60_65,primary,2048
EB-3,2015,India,11662,5097,Capped,2023,catchall_60_65,primary,2048
EB-3,2016,India,19340,8326,Capped,2023,catchall_60_65,primary,2048
EB-3,2017,India,16874,7225,Capped,2023,catchall_60_65,primary,2048
EB-3,2018,India,15876,6835,Capped,2023,catchall_60_65,primary,2048
EB-3,2019,India,22407,9671,Capped,2023,catchall_60_65,primary,2048
EB-3,2020,India,18950,8086,Capped,2023,catchall_60_65,primary,2048
EB-3,2021,India,103507,44466,Capped,2023,catchall_60_65,primary,2048
EB-3,2022,India,36280,15509,Capped,2023,catchall_60_65,primary,2048
EB-3,2023,India,28641,12303,Capped,2023,catchall_60_65,primary,2048
EB-4,2016,India,612,295,Capped,2023,catchall_60_65,primary,2048
EB-4,2017,India,1153,533,Capped,2023,catchall_60_65,primary,2048
EB-4,2018,India,996,421,Capped,2023,catchall_60_65,primary,2048
EB-4,2019,India,1378,648,Capped,2023,catchall_60_65,primary,2048
EB-4,2020,India,1653,763,Capped,2023,catchall_60_65,primary,2048
EB-4,2021,India,1246,560,Capped,2023,catchall_60_65,primary,2048
EB-4,2022,India,3270,1355,Capped,2023,catchall_60_65,primary,2048
EB-4,2023,India,3530,1615,Capped,2023,catchall_60_65,primary,2048
EB-5,2019,India,777,302,Capped,2023,catchall_60_65,primary,2048
EB-5,2020,India,862,326,Capped,2023,catchall_60_65,primary,2048
EB-5,2021,India,883,328,Capped,2023,catchall_60_65,primary,2048
EB-5,2022,India,249,92,Capped,2023,catchall_60_65,primary,2048
EB-5,2023,India,934,361,Capped,2023,catchall_60_65,primary,2048
EB-2,2022,ROW,23604,10561,Capped,2023,catchall_60_65,primary,2048
EB-2,2023,ROW,64695,28934,Capped,2023,catchall_60_65,primary,2048
EB-3,2022,ROW,40177,19228,Capped,2023,catchall_60_65,primary,2048
