metric,period,dimension,group,scenario,n,mean,sd_across_runs,mcse_mean,mean_ci95_low,mean_ci95_high,p025,p975
conversions,historical,overall,All,Capped,50,1163569.46,616.5746461586904,87.1968226813012,1163394.2314243834,1163744.6885756166,1162421.075,1164645.3
conversions,historical,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conversions,projection,overall,All,Uncapped,50,1266851.14,484.85436525848064,68.56876191243417,1266713.34591402,1266988.9340859798,1266105.9,1267859.5
conversions,projection,overall,All,Capped,50,1263126.32,556.8912047047888,78.75630944598039,1262968.0532707698,1263284.5867292304,1262055.425,1264067.825
conversions,projection,overall,All,Capped minus uncapped,50,-3724.82,472.52658666157697,66.82535074386678,-3859.1105700673506,-3590.5294299326497,-4796.55,-3156.8
conversions,full,overall,All,Uncapped,50,2430420.6,796.5009191995414,112.64224023746281,2430194.236943364,2430646.963056636,2428891.85,2431540.475
conversions,full,overall,All,Capped,50,2426695.78,842.0306429539661,119.0811155199236,2426456.477539041,2426935.0824609585,2425382.325,2427873.275
conversions,full,overall,All,Capped minus uncapped,50,-3724.82,472.52658666157697,66.82535074386678,-3859.1105700673506,-3590.5294299326497,-4796.55,-3156.8
backlog,end2040,overall,All,Uncapped,50,2791647.32,1252.433996631506,177.1209144013415,2791291.3821964413,2792003.2578035584,2789305.575,2793851.05
backlog,end2040,overall,All,Capped,50,2774292.16,1139.203165124014,161.1076566416737,2773968.402042701,2774615.9179572994,2771909.0,2776244.125
backlog,end2040,overall,All,Capped minus uncapped,50,-17355.16,793.5264963491536,112.22159332393773,-17580.67773501497,-17129.64226498503,-18586.475,-15690.375
relative_ageout_change_pct,historical,overall,All,Capped minus uncapped,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relative_ageout_change_pct,projection,overall,All,Capped minus uncapped,50,33.45842274392525,0.29075956238501327,0.041119611651455175,33.37578979059011,33.54105569726038,32.913585864598716,34.03945343596575
relative_ageout_change_pct,full,overall,All,Capped minus uncapped,50,29.969403539099968,0.26211567044405076,0.03706875360524932,29.894911089783612,30.043895988416324,29.49117088885806,30.490736278832827
