annual_principal_exits,annual_visas,category,nationality,principal_backlog,scenario,year,seed
119,693,EB-4,India,3643,Uncapped,2018,2036
0,90,EB-4,China,0,Uncapped,2018,2036
4975,9121,EB-4,ROW,90810,Uncapped,2018,2036
9,693,EB-5,India,1838,Uncapped,2018,2036
191,987,EB-5,China,24270,Uncapped,2018,2036
0,8223,EB-5,ROW,0,Uncapped,2018,2036
136,9603,EB-1,India,15431,Uncapped,2019,2036
120,4805,EB-1,China,8618,Uncapped,2019,2036
78,25800,EB-1,ROW,5751,Uncapped,2019,2036
4470,2814,EB-2,India,268160,Uncapped,2019,2036
953,2814,EB-2,China,38502,Uncapped,2019,2036
500,34579,EB-2,ROW,19354,Uncapped,2019,2036
2259,2814,EB-3,India,115578,Uncapped,2019,2036
1029,2814,EB-3,China,27944,Uncapped,2019,2036
1079,34579,EB-3,ROW,27913,Uncapped,2019,2036
162,699,EB-4,India,3979,Uncapped,2019,2036
0,198,EB-4,China,0,Uncapped,2019,2036
6071,9085,EB-4,ROW,114362,Uncapped,2019,2036
13,699,EB-5,India,1959,Uncapped,2019,2036
183,7119,EB-5,China,23561,Uncapped,2019,2036
0,2164,EB-5,ROW,0,Uncapped,2019,2036
145,10793,EB-1,India,16988,Uncapped,2020,2036
116,4766,EB-1,China,9150,Uncapped,2020,2036
0,33379,EB-1,ROW,0,Uncapped,2020,2036
5014,2599,EB-2,India,296945,Uncapped,2020,2036
1197,3118,EB-2,China,46113,Uncapped,2020,2036
527,36369,EB-2,ROW,20598,Uncapped,2020,2036
2491,2946,EB-3,India,120874,Uncapped,2020,2036
1094,2946,EB-3,China,29879,Uncapped,2020,2036
1414,36193,EB-3,ROW,33920,Uncapped,2020,2036
157,731,EB-4,India,4407,Uncapped,2020,2036
0,160,EB-4,China,0,Uncapped,2020,2036
7907,9557,EB-4,ROW,151672,Uncapped,2020,2036
17,731,EB-5,India,1976,Uncapped,2020,2036
251,1205,EB-5,China,24473,Uncapped,2020,2036
0,1660,EB-5,ROW,0,Uncapped,2020,2036
94,30825,EB-1,India,11339,Uncapped,2021,2036
95,9118,EB-1,China,7912,Uncapped,2021,2036
0,19229,EB-1,ROW,0,Uncapped,2021,2036
5446,28246,EB-2,India,316724,Uncapped,2021,2036
1267,6091,EB-2,China,51016,Uncapped,2021,2036
708,25404,EB-2,ROW,27567,Uncapped,2021,2036
3517,20677,EB-3,India,156436,Uncapped,2021,2036
1358,3914,EB-3,China,36494,Uncapped,2021,2036
1592,35173,EB-3,ROW,41152,Uncapped,2021,2036
198,972,EB-4,India,4467,Uncapped,2021,2036
0,60,EB-4,China,0,Uncapped,2021,2036
8617,12849,EB-4,ROW,164941,Uncapped,2021,2036
11,972,EB-5,India,1905,Uncapped,2021,2036
276,972,EB-5,China,25282,Uncapped,2021,2036
1,1005,EB-5,ROW,210,Uncapped,2021,2036
94,20587,EB-1,India,10919,Uncapped,2022,2036
90,11425,EB-1,China,6638,Uncapped,2022,2036
0,22125,EB-1,ROW,0,Uncapped,2022,2036
5514,59432,EB-2,India,330444,Uncapped,2022,2036
1345,8523,EB-2,China,54806,Uncapped,2022,2036
827,41355,EB-2,ROW,31403,Uncapped,2022,2036
3818,13919,EB-3,India,163113,Uncapped,2022,2036
1318,5510,EB-3,China,36105,Uncapped,2022,2036
1673,61946,EB-3,ROW,42590,Uncapped,2022,2036
210,1368,EB-4,India,5225,Uncapped,2022,2036
0,215,EB-4,China,0,Uncapped,2022,2036
9560,17960,EB-4,ROW,184212,Uncapped,2022,2036
14,1368,EB-5,India,1455,Uncapped,2022,2036
282,8554,EB-5,China,21838,Uncapped,2022,2036
0,963,EB-5,ROW,0,Uncapped,2022,2036
143,16009,EB-1,India,14927,Uncapped,2023,2036
130,8908,EB-1,China,9448,Uncapped,2023,2036
0,30547,EB-1,ROW,0,Uncapped,2023,2036
6131,3882,EB-2,India,361892,Uncapped,2023,2036
1602,3882,EB-2,China,63531,Uncapped,2023,2036
999,47699,EB-2,ROW,38860,Uncapped,2023,2036
3942,3882,EB-3,India,169939,Uncapped,2023,2036
1370,3882,EB-3,China,36090,Uncapped,2023,2036
2315,47699,EB-3,ROW,58807,Uncapped,2023,2036
251,964,EB-4,India,6180,Uncapped,2023,2036
0,175,EB-4,China,0,Uncapped,2023,2036
11878,12630,EB-4,ROW,231790,Uncapped,2023,2036
12,964,EB-5,India,1459,Uncapped,2023,2036
225,11186,EB-5,China,18219,Uncapped,2023,2036
0,1619,EB-5,ROW,0,Uncapped,2023,2036
161,12254,EB-1,India,18609,Uncapped,2024,2036
141,5864,EB-1,China,12638,Uncapped,2024,2036
0,29757,EB-1,ROW,0,Uncapped,2024,2036
6576,3351,EB-2,India,392692,Uncapped,2024,2036
1752,3351,EB-2,China,72067,Uncapped,2024,2036
1126,41173,EB-2,ROW,42947,Uncapped,2024,2036
4221,3351,EB-3,India,174415,Uncapped,2024,2036
1550,3351,EB-3,China,39937,Uncapped,2024,2036
2915,41172,EB-3,ROW,73995,Uncapped,2024,2036
259,832,EB-4,India,7075,Uncapped,2024,2036
0,284,EB-4,China,0,Uncapped,2024,2036
15289,10769,EB-4,ROW,294408,Uncapped,2024,2036
14,832,EB-5,India,2150,Uncapped,2024,2036
235,7124,EB-5,China,17913,Uncapped,2024,2036
0,3929,EB-5,ROW,0,Uncapped,2024,2036
0,5224,EB-1,India,0,Capped,2009,2036
0,4570,EB-1,China,0,Capped,2009,2036
0,29434,EB-1,ROW,0,Capped,2009,2036
223,9466,EB-2,India,11950,Capped,2009,2036
244,5537,EB-2,China,9047,Capped,2009,2036
0,33203,EB-2,ROW,0,Capped,2009,2036
2205,2304,EB-3,India,81704,Capped,2009,2036
1138,1077,EB-3,China,29678,Capped,2009,2036
2878,36941,EB-3,ROW,74504,Capped,2009,2036
0,429,EB-4,India,0,Capped,2009,2036
0,20,EB-4,China,0,Capped,2009,2036
0,9545,EB-4,ROW,0,Capped,2009,2036
0,63,EB-5,India,0,Capped,2009,2036
0,1420,EB-5,China,0,Capped,2009,2036
0,1754,EB-5,ROW,0,Capped,2009,2036
0,6356,EB-1,India,0,Capped,2010,2036
0,5905,EB-1,China,0,Capped,2010,2036
0,27796,EB-1,ROW,0,Capped,2010,2036
397,10201,EB-2,India,22463,Capped,2010,2036
222,5857,EB-2,China,8918,Capped,2010,2036
14,36959,EB-2,ROW,540,Capped,2010,2036
2369,3008,EB-3,India,84738,Capped,2010,2036
1125,3008,EB-3,China,27643,Capped,2010,2036
2616,36959,EB-3,ROW,67087,Capped,2010,2036
0,610,EB-4,India,0,Capped,2010,2036
0,29,EB-4,China,0,Capped,2010,2036
50,10030,EB-4,ROW,1084,Capped,2010,2036
0,108,EB-5,India,0,Capped,2010,2036
0,1338,EB-5,China,0,Capped,2010,2036
0,2098,EB-5,ROW,0,Capped,2010,2036
0,7230,EB-1,India,0,Capped,2011,2036
0,4956,EB-1,China,0,Capped,2011,2036
0,20496,EB-1,ROW,0,Capped,2011,2036
708,14058,EB-2,India,37962,Capped,2011,2036
239,8183,EB-2,China,7850,Capped,2011,2036
68,34262,EB-2,ROW,3014,Capped,2011,2036
2466,2789,EB-3,India,87973,Capped,2011,2036
1031,2789,EB-3,China,25697,Capped,2011,2036
2295,34262,EB-3,ROW,58274,Capped,2011,2036
8,185,EB-4,India,174,Capped,2011,2036
2,2,EB-4,China,11,Capped,2011,2036
281,6194,EB-4,ROW,4890,Capped,2011,2036
0,46,EB-5,India,0,Capped,2011,2036
0,2595,EB-5,China,0,Capped,2011,2036
0,1255,EB-5,ROW,0,Capped,2011,2036
0,8650,EB-1,India,0,Capped,2012,2036
0,5427,EB-1,China,0,Capped,2012,2036
0,21242,EB-1,ROW,0,Capped,2012,2036
983,12471,EB-2,India,53812,Capped,2012,2036
232,3359,EB-2,China,9693,Capped,2012,2036
95,35577,EB-2,ROW,3301,Capped,2012,2036
2344,2896,EB-3,India,88524,Capped,2012,2036
905,2896,EB-3,China,23587,Capped,2012,2036
1827,35577,EB-3,ROW,44912,Capped,2012,2036
21,323,EB-4,India,480,Capped,2012,2036
1,18,EB-4,China,15,Capped,2012,2036
578,7137,EB-4,ROW,11056,Capped,2012,2036
0,118,EB-5,India,0,Capped,2012,2036
0,7099,EB-5,China,0,Capped,2012,2036
0,1857,EB-5,ROW,0,Capped,2012,2036
0,10777,EB-1,India,0,Capped,2013,2036
0,6901,EB-1,China,0,Capped,2013,2036
0,23412,EB-1,ROW,0,Capped,2013,2036
1161,16613,EB-2,India,66413,Capped,2013,2036
291,3229,EB-2,China,10886,Capped,2013,2036
0,38609,EB-2,ROW,0,Capped,2013,2036
2398,3229,EB-3,India,88117,Capped,2013,2036
891,3229,EB-3,China,21364,Capped,2013,2036
1188,39665,EB-3,ROW,29765,Capped,2013,2036
39,304,EB-4,India,1303,Capped,2013,2036
5,5,EB-4,China,48,Capped,2013,2036
1265,6137,EB-4,ROW,24220,Capped,2013,2036
0,97,EB-5,India,0,Capped,2013,2036
0,7201,EB-5,China,0,Capped,2013,2036
0,1861,EB-5,ROW,0,Capped,2013,2036
2,15061,EB-1,India,198,Capped,2014,2036
1,7663,EB-1,China,122,Capped,2014,2036
0,23022,EB-1,ROW,0,Capped,2014,2036
1499,3030,EB-2,India,88553,Capped,2014,2036
355,3030,EB-2,China,12769,Capped,2014,2036
11,37229,EB-2,ROW,323,Capped,2014,2036
1894,3030,EB-3,India,88758,Capped,2014,2036
799,3030,EB-3,China,22910,Capped,2014,2036
661,37229,EB-3,ROW,17286,Capped,2014,2036
61,370,EB-4,India,1774,Capped,2014,2036
3,7,EB-4,China,86,Capped,2014,2036
1819,7912,EB-4,ROW,34741,Capped,2014,2036
0,372,EB-5,India,0,Capped,2014,2036
2,7747,EB-5,China,767,Capped,2014,2036
0,2627,EB-5,ROW,0,Capped,2014,2036
20,8815,EB-1,India,2657,Capped,2015,2036
19,5421,EB-1,China,1840,Capped,2015,2036
0,26934,EB-1,ROW,0,Capped,2015,2036
2180,2882,EB-2,India,116529,Capped,2015,2036
396,2882,EB-2,China,15849,Capped,2015,2036
77,35406,EB-2,ROW,2725,Capped,2015,2036
1987,2882,EB-3,India,91781,Capped,2015,2036
811,2882,EB-3,China,21892,Capped,2015,2036
386,35406,EB-3,ROW,9804,Capped,2015,2036
88,715,EB-4,India,2711,Capped,2015,2036
0,363,EB-4,China,0,Capped,2015,2036
2850,9143,EB-4,ROW,52504,Capped,2015,2036
0,715,EB-5,India,95,Capped,2015,2036
32,4714,EB-5,China,5340,Capped,2015,2036
0,4792,EB-5,ROW,0,Capped,2015,2036
72,9006,EB-1,India,6515,Capped,2016,2036
45,5107,EB-1,China,3907,Capped,2016,2036
33,26027,EB-1,ROW,1871,Capped,2016,2036
2809,2810,EB-2,India,160112,Capped,2016,2036
549,2810,EB-2,China,20984,Capped,2016,2036
269,34520,EB-2,ROW,9655,Capped,2016,2036
2169,2810,EB-3,India,98302,Capped,2016,2036
878,2810,EB-3,China,22971,Capped,2016,2036
428,34520,EB-3,ROW,11399,Capped,2016,2036
114,698,EB-4,India,3308,Capped,2016,2036
0,290,EB-4,China,0,Capped,2016,2036
4026,8977,EB-4,ROW,74614,Capped,2016,2036
0,698,EB-5,India,255,Capped,2016,2036
60,4995,EB-5,China,8834,Capped,2016,2036
0,4272,EB-5,ROW,0,Capped,2016,2036
96,11537,EB-1,India,10113,Capped,2017,2036
71,5981,EB-1,China,5866,Capped,2017,2036
80,22409,EB-1,ROW,6242,Capped,2017,2036
3387,2795,EB-2,India,196601,Capped,2017,2036
651,2795,EB-2,China,24976,Capped,2017,2036
320,34337,EB-2,ROW,12504,Capped,2017,2036
2266,2795,EB-3,India,103505,Capped,2017,2036
972,2795,EB-3,China,24914,Capped,2017,2036
565,34336,EB-3,ROW,13381,Capped,2017,2036
142,694,EB-4,India,3524,Capped,2017,2036
0,201,EB-4,China,0,Capped,2017,2036
4662,9017,EB-4,ROW,87298,Capped,2017,2036
7,694,EB-5,India,888,Capped,2017,2036
111,2787,EB-5,China,15588,Capped,2017,2036
0,6431,EB-5,ROW,0,Capped,2017,2036
137,11948,EB-1,India,12688,Capped,2018,2036
72,5972,EB-1,China,7316,Capped,2018,2036
99,21972,EB-1,ROW,7965,Capped,2018,2036
3888,2792,EB-2,India,230525,Capped,2018,2036
792,2792,EB-2,China,30594,Capped,2018,2036
397,34308,EB-2,ROW,15611,Capped,2018,2036
2510,2792,EB-3,India,107806,Capped,2018,2036
1078,2792,EB-3,China,26568,Capped,2018,2036
719,34308,EB-3,ROW,18895,Capped,2018,2036
119,693,EB-4,India,3643,Capped,2018,2036
0,90,EB-4,China,0,Capped,2018,2036
4975,9121,EB-4,ROW,90810,Capped,2018,2036
9,693,EB-5,India,1838,Capped,2018,2036
191,987,EB-5,China,24270,Capped,2018,2036
0,8223,EB-5,ROW,0,Capped,2018,2036
136,9603,EB-1,India,15431,Capped,2019,2036
120,4805,EB-1,China,8618,Capped,2019,2036
78,25800,EB-1,ROW,5751,Capped,2019,2036
4470,2814,EB-2,India,268160,Capped,2019,2036
953,2814,EB-2,China,38502,Capped,2019,2036
500,34579,EB-2,ROW,19354,Capped,2019,2036
2259,2814,EB-3,India,115578,Capped,2019,2036
1029,2814,EB-3,China,27944,Capped,2019,2036
1079,34579,EB-3,ROW,27913,Capped,2019,2036
162,699,EB-4,India,3979,Capped,2019,2036
0,198,EB-4,China,0,Capped,2019,2036
6071,9085,EB-4,ROW,114362,Capped,2019,2036
13,699,EB-5,India,1959,Capped,2019,2036
183,7119,EB-5,China,23561,Capped,2019,2036
0,2164,EB-5,ROW,0,Capped,2019,2036
145,10793,EB-1,India,16988,Capped,2020,2036
116,4766,EB-1,China,9150,Capped,2020,2036
0,33379,EB-1,ROW,0,Capped,2020,2036
5014,2599,EB-2,India,296945,Capped,2020,2036
1197,3118,EB-2,China,46113,Capped,2020,2036
527,36369,EB-2,ROW,20598,Capped,2020,2036
2491,2946,EB-3,India,120874,Capped,2020,2036
1094,2946,EB-3,China,29879,Capped,2020,2036
1414,36193,EB-3,ROW,33920,Capped,2020,2036
157,731,EB-4,India,4407,Capped,2020,2036
0,160,EB-4,China,0,Capped,2020,2036
7907,9557,EB-4,ROW,151672,Capped,2020,2036
17,731,EB-5,India,1976,Capped,2020,2036
251,1205,EB-5,China,24473,Capped,2020,2036
0,1660,EB-5,ROW,0,Capped,2020,2036
94,30825,EB-1,India,11339,Capped,2021,2036
95,9118,EB-1,China,7912,Capped,2021,2036
0,19229,EB-1,ROW,0,Capped,2021,2036
5446,28246,EB-2,India,316724,Capped,2021,2036
1267,6091,EB-2,China,51016,Capped,2021,2036
708,25404,EB-2,ROW,27567,Capped,2021,2036
3517,20677,EB-3,India,156436,Capped,2021,2036
1358,3914,EB-3,China,36494,Capped,2021,2036
1592,35173,EB-3,ROW,41152,Capped,2021,2036
198,972,EB-4,India,4467,Capped,2021,2036
0,60,EB-4,China,0,Capped,2021,2036
8617,12849,EB-4,ROW,164941,Capped,2021,2036
11,972,EB-5,India,1905,Capped,2021,2036
276,972,EB-5,China,25282,Capped,2021,2036
1,1005,EB-5,ROW,210,Capped,2021,2036
94,20587,EB-1,India,10919,Capped,2022,2036
90,11425,EB-1,China,6638,Capped,2022,2036
0,22125,EB-1,ROW,0,Capped,2022,2036
5514,59432,EB-2,India,330444,Capped,2022,2036
1345,8523,EB-2,China,54806,Capped,2022,2036
827,41355,EB-2,ROW,31403,Capped,2022,2036
3818,13919,EB-3,India,163113,Capped,2022,2036
1318,5510,EB-3,China,36105,Capped,2022,2036
1673,61946,EB-3,ROW,42590,Capped,2022,2036
210,1368,EB-4,India,5225,Capped,2022,2036
0,215,EB-4,China,0,Capped,2022,2036
9560,17960,EB-4,ROW,184212,Capped,2022,2036
14,1368,EB-5,India,1455,Capped,2022,2036
282,8554,EB-5,China,21838,Capped,2022,2036
0,963,EB-5,ROW,0,Capped,2022,2036
143,16009,EB-1,India,14927,Capped,2023,2036
130,8908,EB-1,China,9448,Capped,2023,2036
0,30547,EB-1,ROW,0,Capped,2023,2036
6131,3882,EB-2,India,361892,Capped,2023,2036
1602,3882,EB-2,China,63531,Capped,2023,2036
999,47699,EB-2,ROW,38860,Capped,2023,2036
3942,3882,EB-3,India,169939,Capped,2023,2036
1370,3882,EB-3,China,36090,Capped,2023,2036
2315,47699,EB-3,ROW,58807,Capped,2023,2036
251,964,EB-4,India,6180,Capped,2023,2036
0,175,EB-4,China,0,Capped,2023,2036
11878,12630,EB-4,ROW,231790,Capped,2023,2036
12,964,EB-5,India,1459,Capped,2023,2036
225,11186,EB-5,China,18219,Capped,2023,2036
0,1619,EB-5,ROW,0,Capped,2023,2036
161,12254,EB-1,India,18609,Capped,2024,2036
141,5864,EB-1,China,12638,Capped,2024,2036
0,29757,EB-1,ROW,0,Capped,2024,2036
6576,3351,EB-2,India,392692,Capped,2024,2036
1752,3351,EB-2,China,72067,Capped,2024,2036
1126,41173,EB-2,ROW,42947,Capped,2024,2036
4221,3351,EB-3,India,174415,Capped,2024,2036
1550,3351,EB-3,China,39937,Capped,2024,2036
2915,41172,EB-3,ROW,73995,Capped,2024,2036
259,832,EB-4,India,7075,Capped,2024,2036
0,284,EB-4,China,0,Capped,2024,2036
15289,10769,EB-4,ROW,294408,Capped,2024,2036
14,832,EB-5,India,2150,Capped,2024,2036
235,7124,EB-5,China,17913,Capped,2024,2036
0,3929,EB-5,ROW,0,Capped,2024,2036
0,5561,EB-1,India,0,Uncapped,2009,2037
0,4516,EB-1,China,0,Uncapped,2009,2037
0,29010,EB-1,ROW,0,Uncapped,2009,2037
222,9654,EB-2,India,11776,Uncapped,2009,2037
214,5867,EB-2,China,8968,Uncapped,2009,2037
0,32781,EB-2,ROW,0,Uncapped,2009,2037
2128,2304,EB-3,India,81739,Uncapped,2009,2037
1128,1077,EB-3,China,29539,Uncapped,2009,2037
2846,36941,EB-3,ROW,74791,Uncapped,2009,2037
0,492,EB-4,India,0,Uncapped,2009,2037
0,22,EB-4,China,0,Uncapped,2009,2037
5,9496,EB-4,ROW,64,Uncapped,2009,2037
0,50,EB-5,India,0,Uncapped,2009,2037
0,1394,EB-5,China,0,Uncapped,2009,2037
0,1822,EB-5,ROW,0,Uncapped,2009,2037
0,6433,EB-1,India,0,Uncapped,2010,2037
0,5529,EB-1,China,0,Uncapped,2010,2037
0,27750,EB-1,ROW,0,Uncapped,2010,2037
409,10503,EB-2,India,22073,Uncapped,2010,2037
241,5921,EB-2,China,8830,Uncapped,2010,2037
8,36959,EB-2,ROW,517,Uncapped,2010,2037
2319,3008,EB-3,India,84946,Uncapped,2010,2037
1037,3008,EB-3,China,27594,Uncapped,2010,2037
2673,36959,EB-3,ROW,67354,Uncapped,2010,2037
0,587,EB-4,India,0,Uncapped,2010,2037
0,15,EB-4,China,0,Uncapped,2010,2037
77,10067,EB-4,ROW,1199,Uncapped,2010,2037
0,120,EB-5,India,0,Uncapped,2010,2037
0,1264,EB-5,China,0,Uncapped,2010,2037
0,2139,EB-5,ROW,0,Uncapped,2010,2037
0,7308,EB-1,India,0,Uncapped,2011,2037
0,4889,EB-1,China,0,Uncapped,2011,2037
0,20467,EB-1,ROW,0,Uncapped,2011,2037
727,14004,EB-2,India,37503,Uncapped,2011,2037
182,8256,EB-2,China,7751,Uncapped,2011,2037
72,34262,EB-2,ROW,2967,Uncapped,2011,2037
2455,2789,EB-3,India,88263,Uncapped,2011,2037
1010,2789,EB-3,China,25712,Uncapped,2011,2037
2336,34262,EB-3,ROW,58319,Uncapped,2011,2037
9,168,EB-4,India,194,Uncapped,2011,2037
0,3,EB-4,China,9,Uncapped,2011,2037
232,6210,EB-4,ROW,5027,Uncapped,2011,2037
0,34,EB-5,India,0,Uncapped,2011,2037
0,2589,EB-5,China,0,Uncapped,2011,2037
0,1272,EB-5,ROW,0,Uncapped,2011,2037
0,8929,EB-1,India,0,Uncapped,2012,2037
0,5633,EB-1,China,0,Uncapped,2012,2037
0,20694,EB-1,ROW,0,Uncapped,2012,2037
905,12731,EB-2,India,53411,Uncapped,2012,2037
251,3204,EB-2,China,9583,Uncapped,2012,2037
78,35577,EB-2,ROW,3413,Uncapped,2012,2037
2422,2896,EB-3,India,88795,Uncapped,2012,2037
929,2896,EB-3,China,23617,Uncapped,2012,2037
1819,35577,EB-3,ROW,44749,Uncapped,2012,2037
16,348,EB-4,India,474,Uncapped,2012,2037
2,7,EB-4,China,16,Uncapped,2012,2037
610,7123,EB-4,ROW,11182,Uncapped,2012,2037
0,106,EB-5,India,0,Uncapped,2012,2037
0,7142,EB-5,China,0,Uncapped,2012,2037
0,1784,EB-5,ROW,0,Uncapped,2012,2037
0,11210,EB-1,India,0,Uncapped,2013,2037
0,6830,EB-1,China,0,Uncapped,2013,2037
0,22972,EB-1,ROW,0,Uncapped,2013,2037
1152,16868,EB-2,India,65884,Uncapped,2013,2037
254,3229,EB-2,China,10854,Uncapped,2013,2037
0,38403,EB-2,ROW,0,Uncapped,2013,2037
2412,3229,EB-3,India,88385,Uncapped,2013,2037
861,3229,EB-3,China,21479,Uncapped,2013,2037
1163,39665,EB-3,ROW,29683,Uncapped,2013,2037
28,309,EB-4,India,1260,Uncapped,2013,2037
4,11,EB-4,China,47,Uncapped,2013,2037
1234,6126,EB-4,ROW,24454,Uncapped,2013,2037
0,119,EB-5,India,0,Uncapped,2013,2037
0,7235,EB-5,China,0,Uncapped,2013,2037
0,1834,EB-5,ROW,0,Uncapped,2013,2037
0,14992,EB-1,India,156,Uncapped,2014,2037
0,7838,EB-1,China,86,Uncapped,2014,2037
0,22916,EB-1,ROW,0,Uncapped,2014,2037
1511,3030,EB-2,India,88000,Uncapped,2014,2037
369,3030,EB-2,China,12807,Uncapped,2014,2037
6,37229,EB-2,ROW,243,Uncapped,2014,2037
1953,3030,EB-3,India,88913,Uncapped,2014,2037
725,3030,EB-3,China,23087,Uncapped,2014,2037
663,37229,EB-3,ROW,17259,Uncapped,2014,2037
75,394,EB-4,India,1737,Uncapped,2014,2037
3,18,EB-4,China,90,Uncapped,2014,2037
1857,7877,EB-4,ROW,34958,Uncapped,2014,2037
0,356,EB-5,India,0,Uncapped,2014,2037
2,7807,EB-5,China,760,Uncapped,2014,2037
0,2583,EB-5,ROW,0,Uncapped,2014,2037
21,8887,EB-1,India,2580,Uncapped,2015,2037
18,5076,EB-1,China,1877,Uncapped,2015,2037
0,27207,EB-1,ROW,0,Uncapped,2015,2037
2138,2882,EB-2,India,116207,Uncapped,2015,2037
401,2882,EB-2,China,15705,Uncapped,2015,2037
64,35406,EB-2,ROW,2770,Uncapped,2015,2037
1969,2882,EB-3,India,92052,Uncapped,2015,2037
774,2882,EB-3,China,22151,Uncapped,2015,2037
380,35406,EB-3,ROW,9653,Uncapped,2015,2037
94,715,EB-4,India,2599,Uncapped,2015,2037
0,447,EB-4,China,0,Uncapped,2015,2037
2846,9059,EB-4,ROW,52838,Uncapped,2015,2037
2,715,EB-5,India,103,Uncapped,2015,2037
39,4935,EB-5,China,5216,Uncapped,2015,2037
0,4571,EB-5,ROW,0,Uncapped,2015,2037
69,9019,EB-1,India,6611,Uncapped,2016,2037
42,5094,EB-1,China,3892,Uncapped,2016,2037
24,26027,EB-1,ROW,1733,Uncapped,2016,2037
2829,2810,EB-2,India,159498,Uncapped,2016,2037
513,2810,EB-2,China,20998,Uncapped,2016,2037
245,34520,EB-2,ROW,9832,Uncapped,2016,2037
2171,2810,EB-3,India,98464,Uncapped,2016,2037
846,2810,EB-3,China,23357,Uncapped,2016,2037
436,34520,EB-3,ROW,11116,Uncapped,2016,2037
121,698,EB-4,India,3188,Uncapped,2016,2037
0,240,EB-4,China,0,Uncapped,2016,2037
4134,9027,EB-4,ROW,74846,Uncapped,2016,2037
1,698,EB-5,India,261,Uncapped,2016,2037
60,5120,EB-5,China,8676,Uncapped,2016,2037
0,4147,EB-5,ROW,0,Uncapped,2016,2037
96,11714,EB-1,India,10156,Uncapped,2017,2037
68,5804,EB-1,China,5790,Uncapped,2017,2037
81,22409,EB-1,ROW,6115,Uncapped,2017,2037
3460,2795,EB-2,India,195885,Uncapped,2017,2037
644,2795,EB-2,China,24907,Uncapped,2017,2037
326,34337,EB-2,ROW,12856,Uncapped,2017,2037
2401,2795,EB-3,India,103537,Uncapped,2017,2037
968,2795,EB-3,China,25432,Uncapped,2017,2037
468,34336,EB-3,ROW,13198,Uncapped,2017,2037
140,694,EB-4,India,3483,Uncapped,2017,2037
0,198,EB-4,China,0,Uncapped,2017,2037
4746,9020,EB-4,ROW,87279,Uncapped,2017,2037
2,694,EB-5,India,808,Uncapped,2017,2037
108,2611,EB-5,China,15528,Uncapped,2017,2037
0,6607,EB-5,ROW,0,Uncapped,2017,2037
111,12036,EB-1,India,12736,Uncapped,2018,2037
93,5884,EB-1,China,7254,Uncapped,2018,2037
108,21972,EB-1,ROW,7782,Uncapped,2018,2037
3860,2792,EB-2,India,229742,Uncapped,2018,2037
775,2792,EB-2,China,30367,Uncapped,2018,2037
411,34308,EB-2,ROW,16215,Uncapped,2018,2037
2554,2792,EB-3,India,107742,Uncapped,2018,2037
1063,2792,EB-3,China,27193,Uncapped,2018,2037
712,34308,EB-3,ROW,18637,Uncapped,2018,2037
143,693,EB-4,India,3603,Uncapped,2018,2037
0,115,EB-4,China,0,Uncapped,2018,2037
4953,9096,EB-4,ROW,90772,Uncapped,2018,2037
9,693,EB-5,India,1765,Uncapped,2018,2037
174,860,EB-5,China,24253,Uncapped,2018,2037
0,8350,EB-5,ROW,0,Uncapped,2018,2037
133,9753,EB-1,India,15483,Uncapped,2019,2037
119,4655,EB-1,China,8629,Uncapped,2019,2037
55,25800,EB-1,ROW,5599,Uncapped,2019,2037
4574,2814,EB-2,India,267325,Uncapped,2019,2037
1001,2814,EB-2,China,38196,Uncapped,2019,2037
512,34579,EB-2,ROW,19920,Uncapped,2019,2037
2304,2814,EB-3,India,115399,Uncapped,2019,2037
1071,2814,EB-3,China,28586,Uncapped,2019,2037
1067,34579,EB-3,ROW,27776,Uncapped,2019,2037
166,699,EB-4,India,3964,Uncapped,2019,2037
0,176,EB-4,China,0,Uncapped,2019,2037
6056,9107,EB-4,ROW,114268,Uncapped,2019,2037
7,699,EB-5,India,1874,Uncapped,2019,2037
197,7044,EB-5,China,23564,Uncapped,2019,2037
0,2239,EB-5,ROW,0,Uncapped,2019,2037
141,11257,EB-1,India,16846,Uncapped,2020,2037
110,4766,EB-1,China,9234,Uncapped,2020,2037
0,32915,EB-1,ROW,0,Uncapped,2020,2037
5052,2599,EB-2,India,296033,Uncapped,2020,2037
1147,3118,EB-2,China,45866,Uncapped,2020,2037
540,36369,EB-2,ROW,21245,Uncapped,2020,2037
2433,2946,EB-3,India,120668,Uncapped,2020,2037
1104,2946,EB-3,China,30570,Uncapped,2020,2037
1313,36193,EB-3,ROW,33865,Uncapped,2020,2037
170,731,EB-4,India,4459,Uncapped,2020,2037
0,205,EB-4,China,0,Uncapped,2020,2037
8166,9512,EB-4,ROW,151235,Uncapped,2020,2037
9,731,EB-5,India,1894,Uncapped,2020,2037
217,1126,EB-5,China,24501,Uncapped,2020,2037
0,1739,EB-5,ROW,0,Uncapped,2020,2037
114,30825,EB-1,India,11386,Uncapped,2021,2037
102,9118,EB-1,China,7983,Uncapped,2021,2037
0,18795,EB-1,ROW,0,Uncapped,2021,2037
5366,28246,EB-2,India,315693,Uncapped,2021,2037
1306,6091,EB-2,China,50811,Uncapped,2021,2037
758,25404,EB-2,ROW,28273,Uncapped,2021,2037
3550,21111,EB-3,India,155822,Uncapped,2021,2037
1404,3914,EB-3,China,37401,Uncapped,2021,2037
1631,35173,EB-3,ROW,40767,Uncapped,2021,2037
193,972,EB-4,India,4509,Uncapped,2021,2037
